Anglican Nonconformist
incomprehensible comprehensible
incomprehension comprehension
incompressibility compressibility
incompressible compressible
inconclusive conclusive
inconclusively conclusively
inconclusiveness conclusiveness
incongruent congruent
incongruity congruity
incongruous congruous
incongruousness congruousness
inconsequence consequence
inconsequentially consequentially
inconsiderable considerable
inconsiderate considerate
inconsiderately considerately
inconsideration consideration
inconsistency consistency
inconsistent consistent
inconsistently consistently
inconsolable consolable
inconspicuous conspicuous
inconspicuously conspicuously
inconspicuousness conspicuousness
inconstancy constancy
inconstant constant
incontestable contestable
incontinent continent
inconvenience convenience
inconvenient convenient
inconveniently conveniently
inconvertibility convertibility
inconvertible convertible
incoordination coordination
incorporeal corporeal
incorporeality corporeality
incorrect correct
incorrectly correctly
incorrectness correctness
incorrigible corrigible
incorrupt corrupt
incorruptibility corruptibility
incorruptness corruptness
increase decrease
increase limit
increase reduce
increased decreased
increasing decreasing
incredibility credibility
incredible credible
incredibly credibly
incredulous credulous
incredulously credulously
increment decrement
incriminate exonerate
inculpatory exculpatory
incurability curability
incurable curable
incurableness curableness
incurious curious
indecency decency
indecent decent
indecently decently
indecision decision
indecisive decisive
indecisively decisively
indecisiveness decisiveness
indecorous decorous
indecorously decorously
indecorousness decorousness
indecorum decorum
indefeasible defeasible
indefinite definite
indehiscent dehiscent
independent dependent
indestructibility destructibility
indestructible destructible
indeterminable determinable
indeterminate determinate
indicate contraindicate
indication contraindication
indict acquit
indict exonerate
indigestibility digestibility
indigestible digestible
indirect direct
indirect_discourse direct_discourse
indirectly directly
indirectness directness
indiscernible discernible
indiscipline discipline
indiscreet discreet
indiscreetly discreetly
indiscriminate discriminate
indispensability dispensability
indispensable dispensable
indispensableness dispensableness
indispose dispose
indistinct distinct
indistinctness distinctness
indistinguishable distinguishable
individual common
individuality commonality
indivisible divisible
indoor outdoor
indoors outdoors
induce alleviate
induce prevent
induce relieve
induce suppress
induced spontaneous
inductive deductive
indulgent nonindulgent
industrial nonindustrial
inedible edible
ineffective effective
ineffectively effectively
ineffectiveness effectiveness
ineffectually effectually
inefficacious efficacious
inefficaciously efficaciously
inefficacy efficacy
inefficiency efficiency
inefficient efficient
inefficiently efficiently
inelastic elastic
inelasticity elasticity
inelegance elegance
inelegant elegant
inelegantly elegantly
ineligibility eligibility
ineligible eligible
ineloquently eloquently
inequality equality
inequitable equitable
inequitably equitably
inequity equity
ineradicable eradicable
inerrancy errancy
inessential essential
inessentiality essentiality
inevitable evitable
inexact exact
inexactly exactly
inexactness exactness
inexcusable excusable
inexcusably excusably
inexhaustible exhaustible
inexpedience expedience
inexpediency expediency
inexpedient expedient
inexpediently expediently
inexpensiveness expensiveness
inexperience experience
inexperienced experienced
inexplicable explicable
inexplicitness explicitness
inexpressible expressible
inexpressively expressively
inextinguishable extinguishable
inextricable extricable
infallibility fallibility
infallible fallible
infamy fame
infeasibility feasibility
infect disinfect
infectious noninfectious
infelicitous felicitous
infelicitously felicitously
infelicity felicity
infer doubt
infer presume
inferior superior
inferiority superiority
infernal supernal
infertility fertility
infidelity fidelity
infield outfield
infinite finite
infinitely finitely
infiniteness finiteness
inflame appease
inflame defuse
inflate deflate
inflation deflation
inflation disinflation
inflationary deflationary
inflationary_spiral deflationary_spiral
inflected uninflected
inflectional derivational
inflexibility flexibility
inflexible flexible
inflexibly flexibly
inflow outflow
influence mirror
influential uninfluential
influx efflux
inform congratulate
inform criticize
informal formal
informality formality
informally formally
informative uninformative
informatively uninformatively
informed uninformed
infrequent frequent
infrequently frequently
infringe violate
infuriate appease
infuse inject
ingenuous disingenuous
ingenuousness disingenuousness
ingest inhale
ingest sniff
inglorious glorious
ingratitude gratitude
ingress egress
inhabited uninhabited
inhale consume
inhale drink
inhale eat
inhale exhale
inhale ingest
inhale smell
inharmonious harmonious
inherit assume
inheritable noninheritable
inhibit stimulate
inhibit suppress
inhibited uninhibited
inhibitor activator
inhospitable hospitable
inhospitableness hospitableness
inhospitably hospitably
inhospitality hospitality
inhumane humane
inhumanely humanely
inhumaneness humaneness
initiate continue
initiate uninitiate
inject infuse
inject insert
inject pump
injectable uninjectable
injudiciously judiciously
injudiciousness judiciousness
injured uninjured
injustice justice
inland coastal
inner outer
innocence guilt
innocent guilty
innocuous noxious
innumerate numerate
inoffensive offensive
inoffensively offensively
inoperable operable
inoperative operative
inopportune opportune
inopportunely opportunely
inopportuneness opportuneness
inorganic organic
inorganically organically
inpatient outpatient
inquiring uninquiring
inquisitorial accusatorial
insalubriousness salubriousness
insalubrity salubrity
insane sane
insanely sanely
insanity sanity
insatiate satiate
insectivorous carnivorous
insectivorous herbivorous
insectivorous omnivorous
insecure secure
insecurely securely
insecureness secureness
insecurity security
insensibility sensibility
insensible sensible
insensitive sensitive
insensitively sensitively
insensitiveness sensitiveness
insensitivity sensitivity
insentience sentience
insentient sentient
inseparably separably
insert attach
insert delete
insert embed
insert inject
inshore offshore
inside outside
insignificance significance
insignificant significant
insignificantly significantly
insincere sincere
insincerely sincerely
insincerity sincerity
insist comment
insist confirm
insist oppose
insolubility solubility
insoluble soluble
insolvency solvency
insolvent solvent
insomnia hypersomnia
inspan outspan
inspect raid
inspire embody
inspire mirror
inspiring uninspiring
instability stability
instigate intensify
institute abolish
institute revise
institutional noninstitutional
institutionalized noninstitutionalized
instruct urge
instructive uninstructive
instructively uninstructively
instrumental vocal
insubordinate subordinate
insubordination subordination
insubstantial substantial
insubstantiality substantiality
insufficiency sufficiency
insufficient sufficient
insufficiently sufficiently
insulator conductor
insult compliment
insurability uninsurability
insured uninsured
insurmountable surmountable
intangibility tangibility
intangible tangible
integrate differentiate
integrate disintegrate
integrated nonintegrated
integrated segregated
integration segregation
integrative disintegrative
intellectual nonintellectual
intelligence stupidity
intelligent unintelligent
intelligently unintelligently
intelligibility unintelligibility
intelligible unintelligible
intelligibly unintelligibly
intemperance temperance
intemperate temperate
intend consider
intend envision
intended unintended
intense mild
intensifying moderating
intensive extensive
intentionally unintentionally
intercontinental continental
interdepartmental intradepartmental
interest annoy
interest bore
interested uninterested
interesting uninteresting
interestingly uninterestingly
interestingness uninterestingness
interference noninterference
interior exterior
intermediate terminal
internal external
internally externally
international national
international_flight domestic_flight
international_law civil_law
international_waters territorial_waters
internationalism nationalism
interrogative declarative
interrogatory declaratory
interrupt delay
interrupt repeat
interspecies intraspecies
interstate intrastate
intervention nonintervention
intestate testate
intimidate bribe
intolerable tolerable
intolerably tolerably
intolerance tolerance
intolerant tolerant
intolerantly tolerantly
intoxicated sober
intra_vires ultra_vires
intracellular extracellular
intractability tractability
intractable tractable
intradepartmental interdepartmental
intramural extramural
intransitive transitive
intransitively transitively
intransitivity transitivity
intraspecies interspecies
intrastate interstate
intrigue annoy
intrigue bore
intrinsic extrinsic
introduce reintroduce
intron exon
introspective extrospective
introversion ambiversion
introversion extraversion
introversive ambiversive
introversive extroversive
introvert extrovert
intrusive extrusive
intrusive protrusive
intrusive unintrusive
inundate wash
inutility utility
invade flee
invalid valid
invalidate affirm
invalidate amend
invalidate uphold
invalidate validate
invariability variability
invariable variable
invariableness variableness
invasive confined
invasive noninvasive
inverse direct
invertebrate vertebrate
invertible non-invertible
invest divest
invest export
invest repay
investigate reexamine
invigorating debilitating
inviolable violable
invisibility visibility
invisible visible
invisibly visibly
invite accuse
inviting uninviting
invoke mention
invoke propose
invoke repudiate
invoke waive
involuntarily voluntarily
involuntary voluntary
involved uninvolved
involvement non-involvement
invulnerability vulnerability
invulnerable vulnerable
inward outward
inwardly outwardly
inwardness outwardness
iodinate de-iodinate
iodinating de-iodinating
ionate de-ionate
ionic nonionic
ionized nonionized
ipsilateral contralateral
ironed unironed
irrational rational
irrationally rationally
irreconcilable reconcilable
irreducible reducible
irregular regular
irregularity regularity
irregularly regularly
irrelevance relevance
irrelevant relevant
irrelevantly relevantly
irreligious religious
irremediable remediable
irremovable removable
irreparable reparable
irreplaceable replaceable
irresistible resistible
irresolute resolute
irresolutely resolutely
irresoluteness resoluteness
irresponsibility responsibility
irresponsible responsible
irresponsibleness responsibleness
irresponsibly responsibly
irreverence reverence
irreverent reverent
irreverently reverently
irreversibility reversibility
irreversible reversible
irreversible_process reversible_process
irrevocable revocable
irrigate replant
irritate soothe
isometric isotonic
